n_tries,n_choices,guesses,feedback,won
4,"[6512, 246, 19, 2]","['flunk', 'skier', 'kooky', 'kappa']","{'false_letters': ['f', 'e', 'u', 'i', 'o', 'y', 'n', 's', 'l', 'r'], 'true_letters': {0: 'k', 1: 'a', 2: 'p', 3: 'p', 4: 'a'}, 'misplaced_letters': {4: ['k'], 1: ['k'], 3: ['k']}}",1
5,"[6512, 690, 42, 5, 2]","['licit', 'fluke', 'sully', 'abdul', 'mogul']","{'false_letters': ['f', 'e', 'i', 'y', 'd', 'b', 's', 'a', 'k', 't', 'c'], 'true_letters': {3: 'u', 4: 'l', 0: 'm', 1: 'o', 2: 'g'}, 'misplaced_letters': {0: ['l'], 1: ['l', 'u'], 2: ['u', 'l'], 3: ['l']}}",1
5,"[6512, 397, 24, 4, 1]","['prune', 'roars', 'tabor', 'favor', 'valor']","{'false_letters': ['p', 'e', 'u', 'f', 'n', 'b', 's', 't'], 'true_letters': {1: 'a', 3: 'o', 4: 'r', 0: 'v', 2: 'l'}, 'misplaced_letters': {1: ['r', 'o'], 0: ['r'], 2: ['a', 'v'], 3: ['r']}}",1
6,"[6512, 1151, 40, 12, 3, 1]","['elway', 'crees', 'peeks', 'diets', 'omens', 'ovens']","{'false_letters': ['p', 'i', 'y', 'w', 'd', 'm', 'a', 'r', 'l', 'k', 't', 'c'], 'true_letters': {2: 'e', 4: 's', 0: 'o', 3: 'n', 1: 'v'}, 'misplaced_letters': {0: ['e'], 3: ['e'], 1: ['e']}}",1
6,"[6512, 840, 26, 14, 9, 1]","['aryan', 'tamps', 'jatos', 'facts', 'bahts', 'baits']","{'false_letters': ['p', 'f', 'j', 'o', 'y', 'n', 'm', 'r', 'h', 'c'], 'true_letters': {1: 'a', 4: 's', 3: 't', 0: 'b', 2: 'i'}, 'misplaced_letters': {0: ['a', 't'], 3: ['a'], 2: ['t']}}",1
8,"[6512, 710, 367, 135, 19, 3, 2, 1]","['slams', 'byway', 'hajji', 'raver', 'taper', 'pager', 'pacer', 'parer']","{'false_letters': ['j', 'i', 'y', 'v', 'w', 'g', 'm', 'b', 's', 'l', 't', 'h', 'c'], 'true_letters': {1: 'a', 3: 'e', 4: 'r', 0: 'p', 2: 'r'}, 'misplaced_letters': {2: ['a', 'p'], 3: ['a'], 0: ['r']}}",0
3,"[6512, 27, 1]","['luger', 'gutsy', 'gusty']","{'false_letters': ['e', 'r', 'l'], 'true_letters': {1: 'u', 0: 'g', 4: 'y', 2: 's', 3: 't'}, 'misplaced_letters': {2: ['g', 't'], 3: ['s']}}",1
5,"[6512, 1300, 208, 112, 1]","['chemo', 'brady', 'xxvii', 'liszt', 'lists']","{'false_letters': ['e', 'z', 'o', 'y', 'v', 'x', 'm', 'b', 'd', 'a', 'r', 'h', 'c'], 'true_letters': {0: 'l', 1: 'i', 2: 's', 3: 't', 4: 's'}, 'misplaced_letters': {3: ['i'], 4: ['i', 't']}}",1
5,"[6512, 416, 24, 3, 1]","['patty', 'sweet', 'beget', 'bizet', 'bidet']","{'false_letters': ['p', 'z', 'y', 'w', 'g', 's', 'a'], 'true_letters': {3: 'e', 4: 't', 0: 'b', 1: 'i', 2: 'd'}, 'misplaced_letters': {2: ['t', 'e'], 3: ['t'], 1: ['e']}}",1
5,"[6512, 958, 10, 5, 1]","['flask', 'ewers', 'exons', 'estes', 'edges']","{'false_letters': ['f', 'o', 'x', 'n', 'w', 'a', 'r', 'l', 'k', 't'], 'true_letters': {0: 'e', 4: 's', 3: 'e', 1: 'd', 2: 'g'}, 'misplaced_letters': {3: ['s'], 2: ['e'], 1: ['s']}}",1
7,"[6512, 1350, 192, 40, 12, 3, 1]","['texes', 'omaha', 'vicki', 'fully', 'pudgy', 'bunny', 'runny']","{'false_letters': ['e', 'p', 'i', 'f', 'o', 'v', 'x', 'g', 'm', 'd', 's', 'a', 'l', 'b', 'k', 't', 'h', 'c'], 'true_letters': {1: 'u', 4: 'y', 2: 'n', 3: 'n', 0: 'r'}, 'misplaced_letters': {}}",0
5,"[6512, 21, 13, 4, 2]","['being', 'keith', 'seize', 'veils', 'weirs']","{'false_letters': ['z', 'v', 'n', 'g', 'b', 'l', 'k', 't', 'h'], 'true_letters': {1: 'e', 2: 'i', 4: 's', 0: 'w', 3: 'r'}, 'misplaced_letters': {0: ['s'], 4: ['e']}}",1
6,"[6512, 915, 46, 11, 3, 1]","['untie', 'barmy', 'grosz', 'proof', 'droll', 'crowd']","{'false_letters': ['e', 'p', 'i', 'u', 'z', 'y', 'f', 'n', 'g', 'm', 'b', 's', 'a', 'l', 't'], 'true_letters': {1: 'r', 2: 'o', 0: 'c', 3: 'w', 4: 'd'}, 'misplaced_letters': {2: ['r'], 3: ['o'], 0: ['d']}}",1
4,"[6512, 42, 14, 6]","['basin', 'burma', 'byway', 'black']","{'false_letters': ['u', 'i', 'y', 'n', 'w', 'm', 's', 'r'], 'true_letters': {0: 'b', 1: 'l', 2: 'a', 3: 'c', 4: 'k'}, 'misplaced_letters': {1: ['a'], 4: ['a'], 3: ['a']}}",1
5,"[6512, 2219, 84, 3, 2]","['cheek', 'blood', 'moils', 'orals', 'opals']","{'false_letters': ['e', 'i', 'd', 'b', 'm', 'r', 'k', 'h', 'c'], 'true_letters': {3: 'l', 4: 's', 0: 'o', 2: 'a', 1: 'p'}, 'misplaced_letters': {1: ['l', 'o'], 2: ['o'], 3: ['o']}}",1
6,"[6512, 551, 22, 10, 7, 1]","['lisle', 'weest', 'suety', 'steak', 'steps', 'steep']","{'false_letters': ['u', 'i', 'y', 'w', 'l', 'a', 'k'], 'true_letters': {2: 'e', 0: 's', 1: 't', 3: 'e', 4: 'p'}, 'misplaced_letters': {2: ['s'], 4: ['e', 't', 's'], 1: ['e'], 3: ['s', 't', 'p']}}",1
3,"[6512, 114, 1]","['naans', 'selma', 'aisle']","{'false_letters': ['m', 'n'], 'true_letters': {0: 'a', 1: 'i', 2: 's', 3: 'l', 4: 'e'}, 'misplaced_letters': {1: ['a', 'e'], 2: ['a', 'l'], 4: ['s', 'a'], 0: ['s']}}",1
7,"[6512, 567, 223, 27, 4, 3, 2]","['synge', 'crest', 'hokes', 'loves', 'poles', 'doles', 'moles']","{'false_letters': ['p', 'y', 'v', 'n', 'g', 'd', 'r', 'k', 't', 'h', 'c'], 'true_letters': {1: 'o', 3: 'e', 4: 's', 2: 'l', 0: 'm'}, 'misplaced_letters': {0: ['s', 'l'], 4: ['e'], 2: ['e'], 3: ['s']}}",0
5,"[6512, 287, 27, 10, 2]","['nevus', 'tempt', 'fermi', 'melee', 'medea']","{'false_letters': ['p', 'f', 'u', 'i', 'v', 'n', 's', 'l', 'r', 't'], 'true_letters': {1: 'e', 0: 'm', 3: 'e', 2: 'd', 4: 'a'}, 'misplaced_letters': {2: ['m'], 3: ['m'], 4: ['e']}}",1
6,"[6512, 22, 15, 9, 8, 1]","['saiph', 'spicy', 'spits', 'spiff', 'spinx', 'spine']","{'false_letters': ['f', 'y', 'x', 'a', 't', 'h', 'c'], 'true_letters': {0: 's', 2: 'i', 1: 'p', 3: 'n', 4: 'e'}, 'misplaced_letters': {3: ['p'], 4: ['s']}}",1
5,"[6512, 78, 10, 7, 2]","['pasty', 'equip', 'opine', 'wiper', 'viper']","{'false_letters': ['u', 'q', 'y', 'o', 'n', 'w', 's', 'a', 't'], 'true_letters': {1: 'i', 2: 'p', 3: 'e', 4: 'r', 0: 'v'}, 'misplaced_letters': {0: ['p', 'e'], 3: ['i'], 4: ['p', 'e'], 1: ['p'], 2: ['i']}}",1
5,"[6512, 671, 65, 5, 1]","['hydro', 'stone', 'focus', 'foils', 'folks']","{'false_letters': ['e', 'u', 'i', 'y', 'n', 'd', 'r', 't', 'h', 'c'], 'true_letters': {0: 'f', 1: 'o', 4: 's', 2: 'l', 3: 'k'}, 'misplaced_letters': {4: ['o'], 0: ['s'], 2: ['o'], 3: ['l']}}",1
3,"[6512, 181, 1]","['angel', 'senor', 'meson']","{'false_letters': ['r', 'g', 'l', 'a'], 'true_letters': {1: 'e', 3: 'o', 0: 'm', 2: 's', 4: 'n'}, 'misplaced_letters': {1: ['n'], 3: ['e'], 0: ['s'], 2: ['n']}}",1
7,"[6512, 643, 33, 4, 3, 2, 1]","['lying', 'blued', 'culls', 'fulls', 'pulls', 'hulls', 'mulls']","{'false_letters': ['e', 'p', 'i', 'f', 'y', 'n', 'g', 'd', 'b', 'h', 'c'], 'true_letters': {1: 'u', 2: 'l', 3: 'l', 4: 's', 0: 'm'}, 'misplaced_letters': {0: ['l'], 1: ['l'], 2: ['u']}}",0
7,"[6512, 108, 14, 7, 3, 2, 1]","['treas', 'malta', 'canto', 'haiti', 'fatty', 'batty', 'patty']","{'false_letters': ['e', 'f', 'i', 'o', 'n', 'm', 'b', 's', 'l', 'r', 'h', 'c'], 'true_letters': {1: 'a', 3: 't', 2: 't', 4: 'y', 0: 'p'}, 'misplaced_letters': {0: ['t'], 3: ['a'], 4: ['a']}}",0
5,"[6512, 306, 218, 2, 1]","['salve', 'kafka', 'panic', 'parch', 'patch']","{'false_letters': ['e', 'f', 'i', 'v', 'n', 's', 'l', 'r', 'k'], 'true_letters': {1: 'a', 0: 'p', 3: 'c', 4: 'h', 2: 't'}, 'misplaced_letters': {4: ['a', 'c']}}",1
4,"[6512, 452, 13, 1]","['bawds', 'loose', 'posse', 'poise']","{'false_letters': ['w', 'd', 'b', 'l', 'a'], 'true_letters': {1: 'o', 3: 's', 4: 'e', 0: 'p', 2: 'i'}, 'misplaced_letters': {4: ['s'], 2: ['o', 's']}}",1
5,"[6512, 367, 118, 17, 1]","['hales', 'creep', 'keyed', 'timex', 'boxen']","{'false_letters': ['p', 'i', 'y', 'd', 'm', 's', 'l', 'r', 'a', 'k', 't', 'h', 'c'], 'true_letters': {3: 'e', 0: 'b', 1: 'o', 2: 'x', 4: 'n'}, 'misplaced_letters': {2: ['e'], 1: ['e'], 4: ['x']}}",1
4,"[6512, 920, 5, 1]","['hated', 'gunny', 'yours', 'coypu']","{'false_letters': ['e', 'n', 'g', 'd', 's', 'a', 'r', 't', 'h'], 'true_letters': {1: 'o', 0: 'c', 2: 'y', 3: 'p', 4: 'u'}, 'misplaced_letters': {1: ['u'], 4: ['y'], 0: ['y'], 2: ['u']}}",1
3,"[6512, 563, 6]","['patch', 'laser', 'laden']","{'false_letters': ['p', 's', 'r', 't', 'h', 'c'], 'true_letters': {1: 'a', 0: 'l', 3: 'e', 2: 'd', 4: 'n'}, 'misplaced_letters': {}}",1
4,"[6512, 1093, 75, 5]","['mamma', 'sheaf', 'tears', 'usage']","{'false_letters': ['f', 'm', 'r', 't', 'h'], 'true_letters': {2: 'a', 0: 'u', 1: 's', 3: 'g', 4: 'e'}, 'misplaced_letters': {1: ['a', 'e'], 4: ['a', 's'], 0: ['s'], 2: ['e'], 3: ['a']}}",1
5,"[6512, 3431, 86, 2, 1]","['quiff', 'prods', 'berms', 'bears', 'beers']","{'false_letters': ['f', 'p', 'u', 'i', 'q', 'o', 'd', 'm', 'a'], 'true_letters': {4: 's', 0: 'b', 1: 'e', 3: 'r', 2: 'e'}, 'misplaced_letters': {1: ['r'], 2: ['r']}}",1
2,"[6512, 460]","['brims', 'kusch']","{'false_letters': ['r', 'i', 'm', 'b'], 'true_letters': {0: 'k', 1: 'u', 2: 's', 3: 'c', 4: 'h'}, 'misplaced_letters': {4: ['s']}}",1
2,"[6512, 1]","['drunk', 'urban']","{'false_letters': ['d', 'k'], 'true_letters': {1: 'r', 0: 'u', 2: 'b', 3: 'a', 4: 'n'}, 'misplaced_letters': {2: ['u'], 3: ['n']}}",1
5,"[6512, 105, 26, 2, 1]","['pines', 'canal', 'mandy', 'mangy', 'manky']","{'false_letters': ['p', 'e', 'i', 'g', 'd', 's', 'l', 'c'], 'true_letters': {2: 'n', 1: 'a', 0: 'm', 4: 'y', 3: 'k'}, 'misplaced_letters': {3: ['a']}}",1
4,"[6512, 290, 18, 11]","['julie', 'reify', 'riced', 'riper']","{'false_letters': ['f', 'j', 'u', 'y', 'd', 'l', 'c'], 'true_letters': {0: 'r', 1: 'i', 3: 'e', 2: 'p', 4: 'r'}, 'misplaced_letters': {3: ['i'], 4: ['e'], 1: ['e'], 2: ['i']}}",1
3,"[6512, 126, 4]","['prays', 'leann', 'again']","{'false_letters': ['p', 'e', 'y', 's', 'l', 'r'], 'true_letters': {2: 'a', 4: 'n', 0: 'a', 1: 'g', 3: 'i'}, 'misplaced_letters': {3: ['n']}}",1
4,"[6512, 306, 48, 6]","['flair', 'areas', 'karen', 'rated']","{'false_letters': ['f', 'i', 'n', 's', 'l', 'k'], 'true_letters': {1: 'a', 3: 'e', 0: 'r', 2: 't', 4: 'd'}, 'misplaced_letters': {2: ['a', 'e', 'r'], 4: ['r'], 0: ['a'], 1: ['r'], 3: ['a']}}",1
4,"[6512, 219, 26, 2]","['fugal', 'oprah', 'donas', 'kodak']","{'false_letters': ['f', 'p', 'u', 'n', 'g', 's', 'l', 'r', 'h'], 'true_letters': {3: 'a', 1: 'o', 0: 'k', 2: 'd', 4: 'k'}, 'misplaced_letters': {0: ['o', 'd']}}",1
4,"[6512, 298, 9, 3]","['bests', 'tokyo', 'truck', 'thank']","{'false_letters': ['e', 'u', 'o', 'y', 'b', 's', 'r', 'c'], 'true_letters': {0: 't', 4: 'k', 1: 'h', 2: 'a', 3: 'n'}, 'misplaced_letters': {3: ['t'], 2: ['k']}}",1
5,"[6512, 1770, 18, 6, 1]","['coach', 'mites', 'fusty', 'spurt', 'trust']","{'false_letters': ['e', 'p', 'i', 'f', 'o', 'y', 'm', 'a', 'h', 'c'], 'true_letters': {2: 'u', 4: 't', 0: 't', 1: 'r', 3: 's'}, 'misplaced_letters': {2: ['t', 's'], 4: ['s'], 1: ['u'], 3: ['t', 'r'], 0: ['s']}}",1
4,"[6512, 141, 44, 1]","['monty', 'bruno', 'anode', 'onion']","{'false_letters': ['e', 'u', 'y', 'm', 'b', 'd', 'a', 'r', 't'], 'true_letters': {1: 'n', 0: 'o', 2: 'i', 3: 'o', 4: 'n'}, 'misplaced_letters': {1: ['o'], 2: ['n', 'o'], 3: ['n'], 4: ['o']}}",1
5,"[6512, 301, 22, 4, 2]","['pygmy', 'paces', 'phone', 'probe', 'prove']","{'false_letters': ['y', 'n', 'g', 'm', 'b', 's', 'a', 'h', 'c'], 'true_letters': {0: 'p', 2: 'o', 4: 'e', 1: 'r', 3: 'v'}, 'misplaced_letters': {3: ['e']}}",1
6,"[6512, 999, 14, 3, 2, 1]","['lenin', 'creek', 'trued', 'braes', 'fryer', 'wryer']","{'false_letters': ['f', 'u', 'i', 'n', 'd', 'b', 's', 'l', 'a', 'k', 't', 'c'], 'true_letters': {1: 'r', 3: 'e', 2: 'y', 4: 'r', 0: 'w'}, 'misplaced_letters': {1: ['e'], 2: ['e']}}",1
5,"[6512, 1847, 71, 2, 1]","['rough', 'aspen', 'stale', 'blase', 'lease']","{'false_letters': ['p', 'u', 'o', 'n', 'g', 'b', 'r', 't', 'h'], 'true_letters': {2: 'a', 4: 'e', 3: 's', 0: 'l', 1: 'e'}, 'misplaced_letters': {0: ['a', 's'], 1: ['s', 'l'], 3: ['e', 'l']}}",1
5,"[6512, 2003, 18, 4, 1]","['thing', 'kraal', 'malay', 'colas', 'eulas']","{'false_letters': ['i', 'o', 'y', 'n', 'g', 'm', 'r', 'k', 't', 'h', 'c'], 'true_letters': {3: 'a', 2: 'l', 4: 's', 0: 'e', 1: 'u'}, 'misplaced_letters': {2: ['a'], 4: ['l'], 1: ['a']}}",1
5,"[6512, 6, 4, 2, 1]","['perth', 'wrath', 'troth', 'broth', 'froth']","{'false_letters': ['p', 'e', 'w', 'b', 'a'], 'true_letters': {3: 't', 4: 'h', 1: 'r', 2: 'o', 0: 'f'}, 'misplaced_letters': {2: ['r'], 0: ['t']}}",1
4,"[6512, 103, 9, 1]","['shake', 'super', 'swept', 'seeps']","{'false_letters': ['u', 'w', 'a', 'r', 'k', 't', 'h'], 'true_letters': {0: 's', 2: 'e', 3: 'p', 1: 'e', 4: 's'}, 'misplaced_letters': {4: ['e'], 2: ['p'], 3: ['e']}}",1
5,"[6512, 632, 14, 2, 1]","['oneal', 'prime', 'meyer', 'merry', 'mercy']","{'false_letters': ['p', 'i', 'o', 'n', 'l', 'a'], 'true_letters': {0: 'm', 1: 'e', 2: 'r', 4: 'y', 3: 'c'}, 'misplaced_letters': {2: ['e', 'y'], 1: ['r'], 3: ['m', 'e', 'r'], 4: ['e', 'r']}}",1
4,"[6512, 414, 41, 2]","['minot', 'alive', 'cadiz', 'rapid']","{'false_letters': ['e', 'z', 'o', 'n', 'v', 'm', 'l', 't', 'c'], 'true_letters': {1: 'a', 3: 'i', 0: 'r', 2: 'p', 4: 'd'}, 'misplaced_letters': {1: ['i'], 0: ['a'], 2: ['i', 'd']}}",1
3,"[6512, 30, 1]","['crimp', 'amide', 'maids']","{'false_letters': ['r', 'p', 'e', 'c'], 'true_letters': {2: 'i', 3: 'd', 0: 'm', 1: 'a', 4: 's'}, 'misplaced_letters': {3: ['m'], 0: ['a'], 1: ['m']}}",1
8,"[6512, 652, 195, 32, 16, 6, 4, 3]","['earle', 'hooey', 'keven', 'unmet', 'pined', 'zines', 'wines', 'nines']","{'false_letters': ['p', 'u', 'z', 'o', 'y', 'v', 'w', 'm', 'd', 'l', 'r', 'a', 'k', 't', 'h'], 'true_letters': {3: 'e', 1: 'i', 2: 'n', 4: 's', 0: 'n'}, 'misplaced_letters': {0: ['e'], 4: ['e', 'n'], 1: ['e', 'n']}}",0
6,"[6512, 136, 40, 9, 4, 1]","['roche', 'toyed', 'moues', 'lopez', 'vowel', 'novel']","{'false_letters': ['p', 'u', 'z', 'y', 'w', 'd', 'm', 's', 'r', 't', 'h', 'c'], 'true_letters': {1: 'o', 3: 'e', 4: 'l', 0: 'n', 2: 'v'}, 'misplaced_letters': {4: ['e'], 0: ['l', 'v']}}",1
6,"[6512, 689, 29, 3, 2, 1]","['maxis', 'poets', 'debts', 'belts', 'bents', 'bests']","{'false_letters': ['p', 'i', 'o', 'n', 'x', 'm', 'd', 'a', 'l'], 'true_letters': {4: 's', 3: 't', 1: 'e', 0: 'b', 2: 's'}, 'misplaced_letters': {2: ['e', 'b']}}",1
3,"[6512, 64, 21]","['aware', 'space', 'duane']","{'false_letters': ['p', 'w', 's', 'r', 'c'], 'true_letters': {2: 'a', 4: 'e', 0: 'd', 1: 'u', 3: 'n'}, 'misplaced_letters': {0: ['a']}}",1
5,"[6512, 48, 17, 2, 1]","['panza', 'karma', 'hausa', 'tasha', 'sasha']","{'false_letters': ['p', 'u', 'z', 'n', 'm', 'r', 'k', 't'], 'true_letters': {1: 'a', 4: 'a', 2: 's', 3: 'h', 0: 's'}, 'misplaced_letters': {0: ['h'], 3: ['s']}}",1
8,"[6512, 421, 57, 17, 11, 8, 2, 1]","['spare', 'codex', 'filed', 'kneed', 'hewed', 'egged', 'guyed', 'gyved']","{'false_letters': ['p', 'f', 'u', 'i', 'o', 'x', 'n', 'w', 's', 'a', 'r', 'l', 'k', 'h', 'c'], 'true_letters': {3: 'e', 4: 'd', 0: 'g', 1: 'y', 2: 'v'}, 'misplaced_letters': {4: ['e'], 2: ['d', 'e', 'g', 'y'], 1: ['e', 'g'], 0: ['e']}}",0
3,"[6512, 14, 3]","['trans', 'ronny', 'borne']","{'false_letters': ['t', 'y', 's', 'a'], 'true_letters': {3: 'n', 1: 'o', 0: 'b', 2: 'r', 4: 'e'}, 'misplaced_letters': {1: ['r'], 0: ['r'], 2: ['n']}}",1
3,"[6512, 7, 2]","['sheep', 'chips', 'whops']","{'false_letters': ['e', 'i', 'c'], 'true_letters': {1: 'h', 3: 'p', 4: 's', 0: 'w', 2: 'o'}, 'misplaced_letters': {0: ['s'], 4: ['p']}}",1
5,"[6512, 245, 109, 2, 1]","['ready', 'begin', 'heels', 'helps', 'helms']","{'false_letters': ['p', 'i', 'y', 'n', 'g', 'd', 'b', 'a', 'r'], 'true_letters': {1: 'e', 0: 'h', 4: 's', 2: 'l', 3: 'm'}, 'misplaced_letters': {2: ['e'], 3: ['l']}}",1
6,"[6512, 313, 129, 38, 2, 1]","['pepsi', 'telex', 'benny', 'merak', 'gecko', 'keogh']","{'false_letters': ['p', 'i', 'y', 'n', 'x', 'm', 'b', 's', 'l', 'r', 'a', 't', 'c'], 'true_letters': {1: 'e', 0: 'k', 2: 'o', 3: 'g', 4: 'h'}, 'misplaced_letters': {3: ['e', 'k'], 4: ['k', 'o'], 0: ['g']}}",1
2,"[6512, 10]","['ragas', 'sages']","{'false_letters': ['r'], 'true_letters': {1: 'a', 2: 'g', 4: 's', 0: 's', 3: 'e'}, 'misplaced_letters': {3: ['a']}}",1
4,"[6512, 1686, 63, 4]","['wuhan', 'vises', 'diffs', 'lifts']","{'false_letters': ['e', 'u', 'n', 'v', 'w', 'd', 'a', 'h'], 'true_letters': {1: 'i', 4: 's', 2: 'f', 0: 'l', 3: 't'}, 'misplaced_letters': {2: ['s'], 3: ['f']}}",1
5,"[6512, 37, 6, 3, 1]","['bucks', 'gulch', 'juicy', 'cuzco', 'dunce']","{'false_letters': ['z', 'j', 'o', 'y', 'i', 'g', 'b', 's', 'l', 'k', 'h'], 'true_letters': {1: 'u', 3: 'c', 0: 'd', 2: 'n', 4: 'e'}, 'misplaced_letters': {2: ['c'], 0: ['c']}}",1
5,"[6512, 7, 5, 3, 1]","['modes', 'godel', 'rodeo', 'codex', 'boded']","{'false_letters': ['x', 'g', 'm', 's', 'l', 'r', 'c'], 'true_letters': {1: 'o', 2: 'd', 3: 'e', 0: 'b', 4: 'd'}, 'misplaced_letters': {4: ['o']}}",1
6,"[6512, 575, 56, 11, 2, 1]","['halon', 'poems', 'roods', 'books', 'boots', 'boobs']","{'false_letters': ['p', 'e', 'n', 'd', 'm', 'a', 'l', 'r', 'k', 't', 'h'], 'true_letters': {1: 'o', 4: 's', 2: 'o', 0: 'b', 3: 'b'}, 'misplaced_letters': {3: ['o']}}",1
5,"[6512, 228, 57, 14, 8]","['creon', 'goose', 'joked', 'lopez', 'motel']","{'false_letters': ['p', 'j', 'z', 'n', 'g', 'd', 's', 'r', 'k', 'c'], 'true_letters': {1: 'o', 3: 'e', 0: 'm', 2: 't', 4: 'l'}, 'misplaced_letters': {2: ['e', 'o'], 3: ['o'], 4: ['e'], 0: ['l']}}",1
5,"[6512, 193, 30, 4, 1]","['wives', 'final', 'mingy', 'ringo', 'xingu']","{'false_letters': ['e', 'f', 'o', 'y', 'v', 'w', 'm', 's', 'a', 'l', 'r'], 'true_letters': {1: 'i', 2: 'n', 3: 'g', 0: 'x', 4: 'u'}, 'misplaced_letters': {}}",1
4,"[6512, 750, 6, 2]","['glyph', 'ruble', 'lurks', 'lurid']","{'false_letters': ['p', 'e', 'y', 'g', 'b', 's', 'k', 'h'], 'true_letters': {1: 'u', 0: 'l', 2: 'r', 3: 'i', 4: 'd'}, 'misplaced_letters': {1: ['l'], 0: ['r'], 3: ['l']}}",1
4,"[6512, 1157, 15, 6]","['grime', 'shown', 'shads', 'shalt']","{'false_letters': ['e', 'i', 'o', 'n', 'g', 'w', 'm', 'd', 'r'], 'true_letters': {0: 's', 1: 'h', 2: 'a', 3: 'l', 4: 't'}, 'misplaced_letters': {4: ['s']}}",1
5,"[6512, 88, 17, 5, 1]","['voila', 'fells', 'uncle', 'thule', 'tuple']","{'false_letters': ['f', 'i', 'o', 'v', 'n', 's', 'a', 'h', 'c'], 'true_letters': {3: 'l', 4: 'e', 0: 't', 1: 'u', 2: 'p'}, 'misplaced_letters': {1: ['e'], 2: ['l', 'u'], 0: ['u']}}",1
4,"[6512, 673, 29, 1]","['eliot', 'crank', 'myrrh', 'hdqrs']","{'false_letters': ['e', 'i', 'o', 'y', 'n', 'm', 'l', 'a', 'k', 't', 'c'], 'true_letters': {3: 'r', 0: 'h', 1: 'd', 2: 'q', 4: 's'}, 'misplaced_letters': {1: ['r'], 2: ['r'], 4: ['h']}}",1
6,"[6512, 71, 36, 20, 8, 1]","['naked', 'taste', 'hague', 'jamie', 'fable', 'earle']","{'false_letters': ['f', 'u', 'j', 'i', 'n', 'g', 'd', 'm', 's', 'b', 'k', 't', 'h'], 'true_letters': {1: 'a', 4: 'e', 3: 'l', 0: 'e', 2: 'r'}, 'misplaced_letters': {3: ['e']}}",1
5,"[6512, 784, 19, 2, 1]","['prank', 'tesla', 'dated', 'mamet', 'facet']","{'false_letters': ['p', 'n', 'd', 'm', 's', 'l', 'r', 'k'], 'true_letters': {1: 'a', 3: 'e', 4: 't', 0: 'f', 2: 'c'}, 'misplaced_letters': {2: ['a', 't'], 0: ['t'], 1: ['e'], 4: ['a']}}",1
5,"[6512, 406, 74, 30, 1]","['lined', 'ropes', 'meter', 'waver', 'caver']","{'false_letters': ['p', 'i', 'o', 'n', 'w', 'd', 'm', 's', 'l', 't'], 'true_letters': {3: 'e', 4: 'r', 1: 'a', 2: 'v', 0: 'c'}, 'misplaced_letters': {0: ['r'], 1: ['e']}}",1
5,"[6512, 614, 14, 2, 1]","['seams', 'haunt', 'rhoda', 'aphid', 'jihad']","{'false_letters': ['e', 'p', 'u', 'o', 'n', 'm', 's', 'r', 't'], 'true_letters': {2: 'h', 4: 'd', 0: 'j', 1: 'i', 3: 'a'}, 'misplaced_letters': {2: ['a'], 0: ['h', 'a'], 1: ['a', 'h'], 3: ['d', 'i'], 4: ['a']}}",1
5,"[6512, 1014, 46, 15, 2]","['gusto', 'swami', 'shell', 'sykes', 'serve']","{'false_letters': ['u', 'i', 'o', 'y', 'g', 'w', 'm', 'a', 'l', 'k', 't', 'h'], 'true_letters': {0: 's', 1: 'e', 2: 'r', 3: 'v', 4: 'e'}, 'misplaced_letters': {2: ['s', 'e'], 3: ['e'], 4: ['s']}}",1
3,"[6512, 455, 2]","['riced', 'floor', 'altar']","{'false_letters': ['e', 'f', 'i', 'o', 'd', 'c'], 'true_letters': {1: 'l', 4: 'r', 0: 'a', 2: 't', 3: 'a'}, 'misplaced_letters': {0: ['r']}}",1
6,"[6512, 1795, 757, 66, 28, 3]","['croft', 'jumpy', 'knees', 'vibes', 'dazes', 'axles']","{'false_letters': ['f', 'p', 'j', 'u', 'o', 'y', 'i', 'n', 'v', 'z', 'm', 'b', 'd', 'r', 'k', 't', 'c'], 'true_letters': {3: 'e', 4: 's', 0: 'a', 1: 'x', 2: 'l'}, 'misplaced_letters': {2: ['e'], 1: ['a']}}",1
4,"[6512, 882, 153, 1]","['cools', 'beets', 'dawes', 'edams']","{'false_letters': ['o', 'w', 'b', 'l', 't', 'c'], 'true_letters': {4: 's', 0: 'e', 1: 'd', 2: 'a', 3: 'm'}, 'misplaced_letters': {1: ['e', 'a'], 2: ['e'], 0: ['d'], 3: ['e']}}",1
4,"[6512, 12, 8, 1]","['laser', 'valve', 'maple', 'mable']","{'false_letters': ['r', 'p', 's', 'v'], 'true_letters': {1: 'a', 4: 'e', 0: 'm', 3: 'l', 2: 'b'}, 'misplaced_letters': {0: ['l'], 3: ['e'], 2: ['l']}}",1
5,"[6512, 1552, 27, 5, 1]","['vapid', 'tubes', 'borne', 'belch', 'beech']","{'false_letters': ['p', 'u', 'i', 'o', 'v', 'n', 'd', 's', 'a', 'r', 'l', 't'], 'true_letters': {0: 'b', 1: 'e', 3: 'c', 4: 'h', 2: 'e'}, 'misplaced_letters': {2: ['b'], 3: ['e'], 4: ['e']}}",1
